epoch,layer_name,importance_score,allocated_rank
1,base_model.model.model.layers.0.self_attn.q_proj,0.9910485055563706,8
1,base_model.model.model.layers.0.self_attn.k_proj,1.0,8
1,base_model.model.model.layers.0.self_attn.v_proj,0.9978282296065507,8
1,base_model.model.model.layers.0.self_attn.o_proj,0.9752804422484977,6
1,base_model.model.model.layers.0.mlp.gate_proj,0.9967651677434333,8
1,base_model.model.model.layers.0.mlp.up_proj,0.9966782596552678,8
1,base_model.model.model.layers.0.mlp.down_proj,0.9964600748515555,8
1,base_model.model.model.layers.1.self_attn.q_proj,1.0,8
1,base_model.model.model.layers.1.self_attn.k_proj,0.9971662470447232,8
1,base_model.model.model.layers.1.self_attn.v_proj,0.9836057514218347,7
1,base_model.model.model.layers.1.self_attn.o_proj,0.9903834682423621,8
1,base_model.model.model.layers.1.mlp.gate_proj,1.0,8
1,base_model.model.model.layers.1.mlp.up_proj,1.0,8
1,base_model.model.model.layers.1.mlp.down_proj,1.0,8
1,base_model.model.model.layers.2.self_attn.q_proj,0.9921222290689392,8
1,base_model.model.model.layers.2.self_attn.k_proj,0.9944218959064788,8
1,base_model.model.model.layers.2.self_attn.v_proj,1.0,8
1,base_model.model.model.layers.2.self_attn.o_proj,0.9898568448344511,7
1,base_model.model.model.layers.2.mlp.gate_proj,1.0,8
1,base_model.model.model.layers.2.mlp.up_proj,1.0,8
1,base_model.model.model.layers.2.mlp.down_proj,1.0,8
1,base_model.model.model.layers.3.self_attn.q_proj,0.9844831191003323,7
1,base_model.model.model.layers.3.self_attn.k_proj,1.0,8
1,base_model.model.model.layers.3.self_attn.v_proj,1.0,8
1,base_model.model.model.layers.3.self_attn.o_proj,1.0,8
1,base_model.model.model.layers.3.mlp.gate_proj,1.0,8
1,base_model.model.model.layers.3.mlp.up_proj,0.9882646629852908,7
1,base_model.model.model.layers.3.mlp.down_proj,0.9910082454560325,8
1,base_model.model.model.layers.4.self_attn.q_proj,0.9918946814191129,8
1,base_model.model.model.layers.4.self_attn.k_proj,1.0,9
1,base_model.model.model.layers.4.self_attn.v_proj,0.9971100737457164,8
1,base_model.model.model.layers.4.self_attn.o_proj,0.989530173449644,7
1,base_model.model.model.layers.4.mlp.gate_proj,0.9872537647640066,7
1,base_model.model.model.layers.4.mlp.up_proj,0.9996338611684873,8
1,base_model.model.model.layers.4.mlp.down_proj,1.0,9
1,base_model.model.model.layers.5.self_attn.q_proj,1.0,9
1,base_model.model.model.layers.5.self_attn.k_proj,1.0,9
1,base_model.model.model.layers.5.self_attn.v_proj,1.0,8
1,base_model.model.model.layers.5.self_attn.o_proj,1.0,9
1,base_model.model.model.layers.5.mlp.gate_proj,0.986215958864029,7
1,base_model.model.model.layers.5.mlp.up_proj,1.0,9
1,base_model.model.model.layers.5.mlp.down_proj,1.0,9
1,base_model.model.model.layers.6.self_attn.q_proj,0.9801178750981178,7
1,base_model.model.model.layers.6.self_attn.k_proj,1.0,8
1,base_model.model.model.layers.6.self_attn.v_proj,1.0,8
1,base_model.model.model.layers.6.self_attn.o_proj,0.9874611631102328,7
1,base_model.model.model.layers.6.mlp.gate_proj,1.0,8
1,base_model.model.model.layers.6.mlp.up_proj,1.0,8
1,base_model.model.model.layers.6.mlp.down_proj,1.0,8
1,base_model.model.model.layers.7.self_attn.q_proj,0.9921099364624492,8
1,base_model.model.model.layers.7.self_attn.k_proj,0.980461482969778,7
1,base_model.model.model.layers.7.self_attn.v_proj,1.0,8
1,base_model.model.model.layers.7.self_attn.o_proj,1.0,8
1,base_model.model.model.layers.7.mlp.gate_proj,1.0,8
1,base_model.model.model.layers.7.mlp.up_proj,1.0,8
1,base_model.model.model.layers.7.mlp.down_proj,0.9943494196382484,8
1,base_model.model.model.layers.8.self_attn.q_proj,1.0,8
1,base_model.model.model.layers.8.self_attn.k_proj,1.0,8
1,base_model.model.model.layers.8.self_attn.v_proj,1.0,8
1,base_model.model.model.layers.8.self_attn.o_proj,0.9716348492673466,6
1,base_model.model.model.layers.8.mlp.gate_proj,0.9920855059421488,8
1,base_model.model.model.layers.8.mlp.up_proj,0.990819925202855,8
1,base_model.model.model.layers.8.mlp.down_proj,1.0,8
1,base_model.model.model.layers.9.self_attn.q_proj,1.0,8
1,base_model.model.model.layers.9.self_attn.k_proj,0.939769221842289,4
1,base_model.model.model.layers.9.self_attn.v_proj,0.9963461954113362,8
1,base_model.model.model.layers.9.self_attn.o_proj,1.0,8
1,base_model.model.model.layers.9.mlp.gate_proj,0.9950243107808222,8
1,base_model.model.model.layers.9.mlp.up_proj,1.0,8
1,base_model.model.model.layers.9.mlp.down_proj,1.0,8
1,base_model.model.model.layers.10.self_attn.q_proj,1.0,8
1,base_model.model.model.layers.10.self_attn.k_proj,0.9668893712439708,6
1,base_model.model.model.layers.10.self_attn.v_proj,1.0,8
1,base_model.model.model.layers.10.self_attn.o_proj,0.9948990385929521,8
1,base_model.model.model.layers.10.mlp.gate_proj,1.0,9
1,base_model.model.model.layers.10.mlp.up_proj,1.0,9
1,base_model.model.model.layers.10.mlp.down_proj,1.0,9
1,base_model.model.model.layers.11.self_attn.q_proj,1.0,9
1,base_model.model.model.layers.11.self_attn.k_proj,0.9955511237636009,8
1,base_model.model.model.layers.11.self_attn.v_proj,1.0,9
1,base_model.model.model.layers.11.self_attn.o_proj,0.9963649470941164,8
1,base_model.model.model.layers.11.mlp.gate_proj,0.9950018535966851,8
1,base_model.model.model.layers.11.mlp.up_proj,1.0,9
1,base_model.model.model.layers.11.mlp.down_proj,1.0,9
1,base_model.model.model.layers.12.self_attn.q_proj,1.0,9
1,base_model.model.model.layers.12.self_attn.k_proj,0.9358364076486656,4
1,base_model.model.model.layers.12.self_attn.v_proj,0.9866107121309532,7
1,base_model.model.model.layers.12.self_attn.o_proj,1.0,9
1,base_model.model.model.layers.12.mlp.gate_proj,1.0,9
1,base_model.model.model.layers.12.mlp.up_proj,1.0,9
1,base_model.model.model.layers.12.mlp.down_proj,0.9942477710611586,8
1,base_model.model.model.layers.13.self_attn.q_proj,1.0,9
1,base_model.model.model.layers.13.self_attn.k_proj,0.8837177432009152,4
1,base_model.model.model.layers.13.self_attn.v_proj,1.0,9
1,base_model.model.model.layers.13.self_attn.o_proj,0.9899377350096724,8
1,base_model.model.model.layers.13.mlp.gate_proj,0.9956373669606234,8
1,base_model.model.model.layers.13.mlp.up_proj,1.0,9
1,base_model.model.model.layers.13.mlp.down_proj,1.0,9
1,base_model.model.model.layers.14.self_attn.q_proj,1.0,9
1,base_model.model.model.layers.14.self_attn.k_proj,0.9781610005402139,6
1,base_model.model.model.layers.14.self_attn.v_proj,1.0,9
1,base_model.model.model.layers.14.self_attn.o_proj,0.9994807733493092,8
1,base_model.model.model.layers.14.mlp.gate_proj,0.9914148754506771,8
1,base_model.model.model.layers.14.mlp.up_proj,1.0,9
1,base_model.model.model.layers.14.mlp.down_proj,1.0,9
1,base_model.model.model.layers.15.self_attn.q_proj,1.0,9
1,base_model.model.model.layers.15.self_attn.k_proj,1.0,9
1,base_model.model.model.layers.15.self_attn.v_proj,0.9727500265863325,6
1,base_model.model.model.layers.15.self_attn.o_proj,0.9979213058482855,8
1,base_model.model.model.layers.15.mlp.gate_proj,0.9988441875513152,8
1,base_model.model.model.layers.15.mlp.up_proj,0.9831290025530117,7
1,base_model.model.model.layers.15.mlp.down_proj,1.0,9
1,base_model.model.model.layers.16.self_attn.q_proj,1.0,9
1,base_model.model.model.layers.16.self_attn.k_proj,1.0,9
1,base_model.model.model.layers.16.self_attn.v_proj,1.0,9
1,base_model.model.model.layers.16.self_attn.o_proj,0.993423769465049,8
1,base_model.model.model.layers.16.mlp.gate_proj,0.9917795129423861,8
1,base_model.model.model.layers.16.mlp.up_proj,0.9878467366764588,7
1,base_model.model.model.layers.16.mlp.down_proj,1.0,9
1,base_model.model.model.layers.17.self_attn.q_proj,0.9708703940468175,6
1,base_model.model.model.layers.17.self_attn.k_proj,1.0,9
1,base_model.model.model.layers.17.self_attn.v_proj,1.0,9
1,base_model.model.model.layers.17.self_attn.o_proj,0.9990504252300265,8
1,base_model.model.model.layers.17.mlp.gate_proj,0.9928222210002007,8
1,base_model.model.model.layers.17.mlp.up_proj,1.0,9
1,base_model.model.model.layers.17.mlp.down_proj,1.0,9
1,base_model.model.model.layers.18.self_attn.q_proj,1.0,9
1,base_model.model.model.layers.18.self_attn.k_proj,1.0,9
1,base_model.model.model.layers.18.self_attn.v_proj,1.0,9
